userName,content,sentiment,at
Meiriani Aurelia,Akun selalu terblokir tanpa sebab Saat mengajukan banding tidak dapat memverifikasi wajah dengan keterangan jaringan atau penyimpanan penuh. Padahal yang di gunakan adalah hp baru. Buat akun baru hampir 5 kali tidak ada satu pun akun yang berhasil di gunakan dengan jangka waktu yang lama. Baru di gunakan akun baru membuat story saja sudah diblokir alasan lupa sandi Mohon ditingkatkan lagi untuk aplikasinya jangan seenaknya saja memblokir akun orang tanpa menjelaskan apa kesalahan yang dilakukan.,negatif,2024-11-23 22:22:03
keisha,"Aplikasi yang sangat berguna untuk berbagi cerita atau untuk menunjukkan karya anda. Dan sejauh ini belum ada fitur untuk mengedit komentar atau mengedit postingan. Sangat di sayangkan fitur ini belum di tambahkan oleh Instagram ya. Harap ulasan ini bisa di dengar karena saya yakin, banyak dari orang-orang yang menginginkan keberadaan fitur ini juga. Terimakasih",positif,2024-11-23 22:47:22
Imam Ramadhansyah,"Jumlah follower selalu bug, kadang naik, kadang turun, kadang naik lagi, kalau bisa tambahkan fitur notif unfollow, tapi menurut gw ini bukan masalah unfollow tapi emang bug Instagram",negatif,2024-11-24 07:02:22
TOLHAH ASSINDI,"Aplikasinya bagus bgtttttt, apalagi sekarang karena zaman sudah semakin canggih, jadi fitur-fiturnya juga makin lengkap, dan kita diperbolehkan berkreasi sesuka kita🤩🤩🤩🤩. Tapi kita juga harus ingat, di era modernisasi seperti saat ini, kita juga harus mengingat waktu, medsos hanya dunia maya yang tidak sepenuhnya nyata, jadi dengan kecanggihan teknologi seperti saat ini, terutama di instagram, kita jangan seenaknya memberikan komentar atau postingan negatif yg dapat merugikan org lain😇😇",positif,2024-11-24 09:01:32
Sabiyya Vinggie Daulay,Awal awal bagus sih bisa telponan terus bisa chat-an tapi pas hari ini di coba telpon nya mati sendiri pas di telpon sama temen layar temennya hitam terus gk bersuara tolong di perbaiki ya,positif,2024-11-24 11:45:16
umi Rahayu,"not bad but not good, bagus tapi msih byk bug, kyak udh ninggalin catatan di postingan kok ga muncul, sama kadsng kalo misal udah nge like postingan 1 kok pas di liat lgi ga ada like like an nya, mohon diperbaiki ya min",netral,2024-11-24 12:35:20
Yunia,"Tolong atur lagi, biar sticker/foto bisa di taruh/ ditimpa di belakang foto lain, atau dibelakang lirik Spotify. Sekarang udah gak bisa sedih banget",negatif,2024-11-24 12:50:08
Riska Nur Rahmdani,Kenapa sih setiap mau buka Instagram tiba tiba mengajukan banding terus pas mau rekam video untuk Selfi malah ada masalah terkait dengan internet dan kekurangan penyimpanan padahal signal saya bagus lancar jaya tidak eror kok di Instagram seperti itu mohon dong min atas perbaikannya..terimakasih,negatif,2024-11-24 14:09:17
Abdul Wafi,"Reels mana video dari channel yg gwa ikuti, tak ada keluarr. Terus kalu 1x klik kasih pause aja, seperti TokTok, biar kita juga tak terlewatkan dgn textnya😏😏😏😏 Tak suka dengan fitur auto update IG, krn tau² dah hilang aja video yg gwa tonton tadi🙄",netral,2024-11-24 18:43:32
Meilina Wulandari,"Instagram aplikasi tambah bobrok, lemot, lag terus, mau upload story cari foto gabisa, aplikasi gak guna, jelek jelek banget sumpah, kayak sampah, perbaiki secepatnya, dibaca ini keluhan dari pengguna!",negatif,2024-11-24 19:50:25
_-Zxyen_z -_,"Hanya satu yang mengganggu. Bug disaat mau kirim video ke story maupun ke teman chat. Video itu yang berdurasi beberapa menit malah menjadi 0:00 detik. Dan gak bisa memulai video, dan kalau yang di chat alasan gaak kekirimnya karena ""Gagal Terkirim"" Mohon diperbaiki bugnya.",positif,2024-11-24 20:18:03
Sri Budianti,Kirain cuma akun saya doang yg tiba2 ditangguhkan.. baru baca review ternyataaa banyak juga yang kena ditangguhkan.. Tolong perbaiki.. ini sudah 10 hari loh.. Sinyal bagus penyimpanan juga masih banyak kenapa gabisa rekam video diri.. sudah dua kali di tahun ini kena tangguhkan akun aneh banget ih..😭😭😭,negatif,2024-11-24 20:26:34
Muhammad Rasyid Ridho (ridho),"Aneh banget, udah ganti password terus gabisa login di aplikasinya sendiri katanya salah password, pas coba login di web bisa, konyol, dan ya gatau ini di Install di handphone aja ga guna, gabisa masuk akun sama sekali",negatif,2024-11-25 02:47:49
Rio Ramadhan,"Dari bintang 5 saya kurangin jadi 1, penurunan kualitas sering terjadi lag, dikit² update fitur baru yang ga berarti, sering mengalami error, saran saya jangan terlalu banyak update fitur baru, melainkan pengguna bisa menggunakan aplikasi ini tanpa gangguan. Saya rasa ini bukan dari masalah sinyal saya melainkan dari pihak instagram itu sendiri",negatif,2024-11-25 07:07:51
Mutiara Rizqy,"aplikasi instagram ini sangat memuaskann. Ini penilaian menurut saya pribadi kelebihan: banyak filter yang bagus, memudahkan komunikasi, ga banyak iklan, mudah dingunakan. kekurangan: disaat foto dengan filter+tata letak sering blur. Contoh pas make filter A ga jadi, dihapus terus ganti ke filter B bakal blur gitu:( mohon diperbaiki yaa developer, selain itu udah baguss",positif,2024-11-25 09:32:25
Diah Nuraini,"Instagram aslinya udah bagus siih perkembangannya, tapi kenapa ya update nya cuma ada di akun baru, akun pertama saya yang termasuk akun paling tua itu susah banget dapat update terbaru, nunggunya lama banget",positif,2024-11-25 12:06:21
Zulharinda Yati,"Terima kasih kepada Meta,admin dan teman-teman semuanya yang ada disini yang sudah berteman didunia maya,yang sudah mengizinkan saya untuk bergabung.mari semuanya saling kenal,saling dukung,saling suport,selalu berintekrasi satu sama lainnya supaya menambah pertemanan didunia maya. Pertemanan tidak hanya sesama teman dari daerah sendiri,bisa juga dari daerah lain, baik antar Kabupaten,Provinsi,Negara sendiri ataupun dari Negara diluar sana.supaya jangkauan dan wawasan kita lebih luas lagi.Thanks",positif,2024-11-25 14:55:47
Alfatdoangs Doangs,"Ini kenapa ya waktu saya cek arsip seminggu kebelakang kok ilang, terus liat tombol simpan story nya mati, padahal saya ga pernah matiin itu tombol, buka buka pengaturan jga jarang banget, terus waktu saya coba bikin story lagi terus saya langsung pindahkan ke arsip kok gaada yaa, tolong buat ig, perbaikin lagi bag bag nya",negatif,2024-11-25 15:08:07
Sugih Pamungkas,"Cihhhh apaa apaaann kebanyakan bug buat versi kali ini yakali cuma chat doang di suruh update, tapi yang jadi masalahnya bukan updatenya setelah gua update ttp aja gabisa chat gabisa up story pokonya rating ini cocok buat keluhan yang gua rasain 🙏",negatif,2024-11-25 18:52:21
Khansa Anisah,"Buat yang bingung kenapa akun ig kalian ga ada superzoomnya ama filter 
wajah padahal udah di perbaharui salah satu faktor penyebabnya kapasitas 
penyimpanan hadphone kalian itu hampir habis, soalnya ig saya pun sama 
asalnya tdk ada superzoom setelah saya hapus beberapa aplikasi di hp saya 
filter dan superzoomnya jadi muncul 🎉🎊🎊🎉🎉🎉",netral,2024-11-25 21:51:27
Akun Kosong,"Kadang dibuat kesal sendiri sama sosmed yang satu ini. Explore kebanyakan isinya gak sesuai sama minat pengguna, udah di report & pilih tidak tertarik benar² gak membantu. Parahnya lagi untuk akun baru, banyak spam reels dari konten isinya orang India yang cringe. Kalau bukan karena untuk komunikasi & DM, udah pensiun saya main IG.",negatif,2024-11-26 03:46:25
MajuMapan Bersama,"Akun bisnis saya hilang tanpa sebab/Suspend sepihak oleh Instagram, Kami melakukan aju banding sampai pada proses Video Selfie yang tidak dapat diproses dengan keterangan memory penuh atau jaringan tidak stabil, sedangkan kondisi tidak seperti itu. Saya kecewa, sudah berapa biaya dan waktu yang saya keluarkan untuk membuat akun bisnis tersebut hilang begitu saja. Jika ada kesalahan beritahukan kami apa masalahnya!!!",negatif,2024-11-26 10:51:30
Adam Erlangga,"menurut aku ya b aja. ada bug pun itu udah hal biasa👍. yang penting kita bisa menikmati, dan bug salah satu hal yang membuat kita tidak kecanduan dan berlama lama bermain instagram 😃",positif,2024-11-26 17:28:02
Aura Gaming,"Sangat puas dgn reels Instagram, namun kadang"" kalau gk konsisten jangkauan reels kitanya turun🥺, tapih Alhamdulillah udh mulai membaik hehehe sukses terus...",positif,2024-11-26 19:11:04
Dimas Angkasa,"""Audio tidak tersedia"" Ya minimal jangan di ilangin lah suaranya di story.. ya jadi kayak gak cocok aja gitu intinya kalo gak pake musik Tolong min di respon🙏🏻",negatif,2024-11-26 19:39:21
Jelitaslayy,"Assalamu'alaikum warahmatullahi wabarakatuh,bismillah,,min mohon untuk sistem nya yang bagian (aktivitas anda) yang suka itu untuk diperbaharui agar ada fitur HAPUS SEMUA tanpa DIPILIH² lagi. Semoga dibaca yah minn, untuk fitur lain nya sudah bagus kok minn.",positif,2024-11-26 21:28:43
Taudharusi Tri Rachmawati,"Cuma punyakku aja atau gimana ini,, awalnya akunya sering keluar dendiri,, di uninstall setelah itu di intal ehh makin parahh,, liat story orang cuma 2 keluar sendiri dari instagramnya,, ini bakal eror sementara apa seterussnya????",negatif,2024-11-26 23:38:23
Marisya H. 13,"aitenfikasinya selalu di arahkan ke no yang gak aktif, jadi gak bisa login, udah di coba segala cara juga gak bisa, terus masukin kode kodenya malah gagal. gimana dah",negatif,2024-11-27 00:13:29
Nur Winda,"yang selalu up fitur Instagram tolong lah adain fitur notification kalo ada yang unfoll, cape saya harus nyari² kalo ada yang follow terus di unfoll duluan, tolong ya orang yang selalu up fitur Instagram ada in.",positif,2024-11-27 02:09:59
Fariz Kyarto,"Aplikasi buruk, akun Instagram Saya di retas orang lain. Saya sudah menggunakan segala cara sesuai prosedur di laman bantuan. Tapi hasilnya Nihil, pakai kode dari aplikasi authenticator dan Kode Cadangan selalu muncul ""Terjadi Kesalahan"", pakai dukungan teman opsi konfirmasinya tidak ada terkirimkan, pakai ambil video selfie malah aplikasinya force close sendiri. Mohon bantuannya untuk memperbaiki aplikasinya dan layanannya. Terima kasih.",negatif,2024-11-27 04:09:38
DESTIA ANGGRAYNI,"Ayo dong instagram sediain fitur kek tiktok kalau saling ngikutin beteman gitu statusnya biar ga susah unfoll oranh dan juga kalau bisa ada fitur pengembalian cht yang ke hapus, lagi butuh banget ini buat bukti",negatif,2024-11-27 06:38:59
Syafa Syafa,"MAKASII BANGETT PIHAK INSTAGRAM 🙏🏻🙏🏻🙏🏻, udh ngebuat jadi gelembung semua kaya IPHONE, tinggal emojinya aj yg perlu di ganti tapi ngga terlalu penting sii. pokonya jangan di hapus ya fitur kaya gini. makasii sekali lagi karna udh nyetarain ip n andro",positif,2024-11-27 07:44:45
Imaz Rina,"Hallo Instagram, filter Instagram Sangat buruk komen untuk beberapa postingan saja langsung di blokir akun dinonaktifkan secara permanen, tolong perbaiki kinerja Meta Instagram seperti tahun kebelakang 2022 , karena penggunaan Instagram tahun 2024 tidak aman komen 3 saja langsung menghilangkan akun",negatif,2024-11-27 12:57:11
Salsa Bila,Saya suka dengan instagram tetapi kadang tu tiba tiba suka muncul video yang tidak bagus gitu padahal saya ingin video kembali seperti yang saya tonton dulu tapi tidak bisa akhirnya saya perbaiki insyaallah bisa lagi dan saya tidak ingin kejadian seperti itu lagi pemilik akun instagram yang membajak akun saya dia salah bebesarr,positif,2024-11-27 13:05:30
Leonardo Lie,Instagram kenapa tidak bisa pemulihan akun.. password saya benar dan saya hanya pindah HP.. tetapi sangat diribetkan sehingga saya tidak bisa menggunakan akun saya.. Pemulihan dengan selfi selalu gagal sebelum dimulai dan balik lagi ke posisi loggin.. tolong agar bug nya diperbaiki agar akun saya bisa kembali saya gunakan,negatif,2024-11-27 13:13:05
musbarmuliansyah,Tolong dong min instagram Akun instagram gue tiba tiba kena tangguhkan Trus gimana ni? Gue gadak melakukan hal hal aneh disitu Semoga ini bug Bintang 1 instagram.,negatif,2024-11-27 13:51:19
Ataya Nailal k,"Sebenarnya bagus sih, cuma kadang kadang suka lag tiba², jadi mohon diperbaiki ya, untuk yg lainnya gk ada sih, jadi itu aja, makasih",positif,2024-11-27 14:20:42
Salimna Kholisna Lisna,"Bintang 2 aja deh, mohon maaf aja ni ya, dulu sebellum di update mau posting foto berapa slide pun, bisa sama rasio fotonya Kalo sekarang ntah kenapa ga bisa padahal butuh banget, kecewa si.",negatif,2024-11-27 15:35:31
cindy,"tolong diperbaiki dong, ig nya tuh kenapa suka erorr ya? rasio nya yang semula nya jadi 4:8 tiba tiba jadi 1:1 kayak ke crop gitu :( padahal slide ke 1 itu bisa loh normal 4:8 tapi pas menuju slide ke 2 sampe seterusnya itu tuh jadi 1:1 kepotong :(. tolong pihak instagram secepatnya diperbaikin, di instagram saya juga tidak ada boardcastnya padahal udah saya update jg dan uninstal terus, tolong pihak instagram.",negatif,2024-11-27 17:23:13
Tri Agustias Nugraha,untuk aplikasi nya sdh sempurna tapi lebih sempurna lagi jika ada fitur untuk mengetahui orang-orang tidak follow kita sehingga kami tidak perlu repot-repot mencari manual satu persatu,positif,2024-11-27 18:33:42
Dz Storage,"Akun saya dihack, terus sudah mengikuti langkah² tapi tiba² keluar dari aplikasi dan tertulis terdapat bug. Apakah server instagram sedang eror ?",negatif,2024-11-27 19:03:31
Brian El kafi,Saya upload ber kali2 fotonya malah butek/saturasinya menurun. Padahal sudah matikan penghemat data dan nyalakan upload resolusi tinggi. Bagaimana ini ya,negatif,2024-11-27 19:22:06
Luminous,Akun lama ke suspend seenaknya sendiri. Login lewat Instagram tidak bisa tapi lewat browser bisa. Saya ga terima akun lama n banyak kenangan di-suspend.,negatif,2024-11-27 19:28:40
Bumi Adipati,"Bug foto2 saya menjadi kusam tiba2 padahal sebelumnya warna cerah dan bagus, tiba2 berubah menjadi kusam beberapa hari kemarin, bahkan foto2 yg di upload sudah sangat lama berubah warna menjadi kusam",negatif,2024-11-27 21:18:25
Claudie Anata,"Tolong di perbaiki lagi apknya, saat saya mau ganti poto profil sorotan itu loading nya lama banget sampe kapanpun itu profil gak akan ke ganti, di mohon perhatikan lagi dan di benerin ya",negatif,2024-11-27 21:21:04
Novia Novia,"keapa klo setiap mau bikin sg selalu aja kesalahan kesalahan, udh ku ulang ulang ku update juga jaringan bagus masih aja kesalahan, apanya yg salah?",netral,2024-11-27 23:06:52
Nazril Nurhidayat,"instagram ga jelas, udah di update malah makin banyak bug nya, skip story juga ga bisa padahal kemarin sebelum di update bisa bisa aja kok sekarang ga bisa tolong dong instagram bugnya diperbaiki",negatif,2024-11-28 04:21:32
Nur Asiah,"Bagus, dapat membantu kitaengenal banyak orang dan juga jadi tempat berbisnis dengan cara menawarkan jualan dan hasil karya kita juga bisa di bayar oleh pihak meta jika kualitasnya banyak yang suka",positif,2024-11-28 05:09:19
Tyan Nugraha,"Aplikasi nya sudah bagus dan tidak lag, tapi kekurangan nya video gaming/minecraft nya sedikit dan susah di cari ---------------------------------- - ------- - - ------------- - - - - ------ - Dan instagram suka update tapi gak ada pemberitahuan cuma ngehabisin penyimpanan hp",netral,2024-11-28 06:32:23
Naila Ardianti,"Semakin di update semakin mudah eror, kita tidak bisa melakukan apa apa selain diam. Akun di ban tiba-tiba dengan alasan spam, padahal aktivitas tidak terlalu banyak. Meta membuat aplikasi ini lemot dan tidak keren seperti dulu. Perbaiki segera atau aplikasimu akan diberi rating 1 semua.",negatif,2024-11-28 09:06:55
Dedi Dedi,"Ini kenapa kok pas mau masuk pake akun baru udah coba akun yang lain juga tetep aja Gk bisa,trus pas masuk sandi sama email yang benar malah keluar halaman ini tak tersedia,cobalah perbaiki lagi nyet",negatif,2024-11-28 15:20:11
Irsan Rahmat,"buka Instagram di tablet mi pad 6 sering ngebug, enggak tau ya apakah perangkat atau aplikasi nya yang bermasalah.",positif,2024-11-28 17:55:49
IKA _HADI,"Tolong tambah fitur hapus backsound lagu postingan atau kalau tidak, tolong kalau ada postingan bervideo untuk sound asli diprioritaskan karena suara aslinya kadang suka hilang",netral,2024-11-28 19:36:44
Satria Bagus,"Gimana ini instagram, saat buat story durasinya cuma 5 detik terus. Padahal sudah diatur durasinya tetep aja jadinya 5 detik. Tolong diperbaiki lah",negatif,2024-11-28 22:44:40
Putri Shintia,"saya punya 4 akun 3 akun yg lain bagus"" aja tp enth kenapa 1 akun ini tidak bisa memposting apapun kecuali SG mau video/foto tidak bisa di posting mana yg error Ig OSIS sklh bagaimana mana ini? tolong di update lagi",negatif,2024-11-28 23:33:47
tgf,"saya tidak mengerti, saya tidak bisa like, follow reels atau pun page teman teman saya. Instagram telah membatasi aktivitas saya di situ dan ini sudah berlangsung selama 2 Minggu. bagaimana ini Instagram? semoga bisa cepat di tangani",negatif,2024-11-29 04:37:38
